区域,名称,景点id,类型,级别,热度,地址,特色,经纬度
山西·运城,美天游乐园,4085891262,游乐场,,热度 0.0,山西省运城市空港南区,游乐园位于空港南区东花园湖区东侧，占地面积210亩，3200亩森林环抱周围。是集郊野园林艺术和大、中型游乐设施及水上世界,"111.084622,35.112864"
山西·运城·芮城县,颐和尚景锶温泉,3365555585,运动健身,,热度 0.0,山西省运城市芮城县风陵渡镇田上坡底印象风陵颐和尚景锶温泉,含温泉、窑洞、水上娱乐、SPA养生酒店,"110.323403,34.660785"
山西·运城·万荣县,李家大院,4180578257,文化古迹,4A景区,热度 0.0,山西省运城市万荣县万荣县禹都大道129号,木雕梅花错、石雕摇钱树，在国内罕见,"110.731307,35.297387"
山西·运城·盐湖区,中国死海运城盐湖,4156969198,自然风光,4A景区,热度 0.78,山西省运城市盐湖区解放南路,到中国死海来一场漂浮之旅,"111.034938,35.002102"
山西·运城·盐湖区,解州关帝庙,3974308831,文化古迹,4A景区,热度 0.82,山西省运城市解州镇西关五一路145号,关公文化的发源地和集散地,"110.856919,34.913108"
山西·运城·永济市,鹳雀楼,781105660,文化古迹,4A景区,热度 0.78,山西运城永济市蒲州古城西鹳雀楼景区,我国古代四大名楼,"110.277179,34.833102"
山西·运城·永济市,普救寺,3017792654,文化古迹,4A景区,热度 1.0,山西省永济市蒲州镇西厢村,走进《西厢记》让普救寺名扬天下,"110.339054,34.849855"
山西·运城·永济市,永济五老峰,2743884710,文化古迹,4A景区,热度 0.76,山西省运城永济市舜都大道北段33号,险是特色，需要勇气,"110.601816,34.804467"
山西·运城·永济市,蒲津渡,1986495772,文化古迹,,热度 0.72,山西省运城永济市蒲州镇西厢村,对于中国古代桥梁史的研究具有重要的价值,"110.297885,34.851085"
山西·运城·永济市,开元铁牛,3020523547,城市观光,,热度 0.72,山西省运城永济市蒲州镇西门,人类古代铸造文明的又一重大发现,"110.297271,34.85101"
山西·长治,太行欢乐谷,2449018899,游乐场,,热度 0.0,山西省长治市长治东高速收费站西2公里,众多游玩项目等你来,"113.244754,36.175032"
山西·长治·壶关县,太行山大峡谷,40389458,自然风光,4A景区,热度 1.0,山西省壶关县桥上乡,奇峰涧壑，林海悬崖，四时之景，巧夺天工,"113.470193,35.948267"
山西·长治·平顺县,山西通天峡景区,3321757750,自然风光,,热度 0.0,山西省长治市平顺县虹梯关乡梯后村通天峡景区,奇峰林立、巍峨厚重；太极石阵、造化天成,"113.605425,36.21218"
山西·长治·上党区,壶关太行八泉峡,1216826684,自然风光,,热度 0.7,长治市壶关县桥上乡,因形貌营造了冬暖夏凉，清新润适的小气候,"113.567300365,35.9450139565"
山西·长治·武乡县,八路军文化园,2666920457,公园,,热度 0.0,山西省长治市武乡县太行西街,真实还原抗战时期八路军生活历史场景,"112.864215,36.840071"
陕西·安康·岚皋县,南宫山,1110479455,自然风光,4A景区,热度 0.76,陕西省安康市岚皋县花里镇,集野、奇、秀、幽、古于一炉,"109.02089,32.225527"
陕西·安康·石泉县,汉江燕翔洞生态旅游景区,22249569,文化古迹,4A景区,热度 0.0,陕西省安康市石泉县熨斗镇,历史悠久，素有“秦巴山水画廊”之美誉,"108.160561,32.800529"
陕西·宝鸡·陈仓区,九龙山景区,3867671093,自然风光,,热度 0.0,陕西省宝鸡市陈仓区坪头镇王家嘴村三组,东应鸡峰山，西托方山塬,"106.840214,34.432029"
陕西·宝鸡·扶风县,法门寺,1305053654,文化古迹,5A景区,热度 1.0,陕西省宝鸡市扶风县城北10公里法门镇,释迦牟尼佛指舍利供奉圣地,"107.909964,34.430433"
陕西·宝鸡·金台区,封神演义文化主题乐园,4078388449,游乐场,,热度 0.0,陕西省宝鸡市金台区北坡森林公园胜利村西府老街北80米,飞舟冲浪等30余项大型户外游乐设备,"107.145674,34.396764"
陕西·宝鸡·金台区,大唐秦王陵,2319398285,城市观光,3A景区,热度 0.0,陕西省宝鸡市金台区北坡公园顶端陵原村东侧,得到心灵的震撼，历史文化的陶冶,"107.117706,34.402981"
陕西·宝鸡·陇县,关山草原,3723090305,自然风光,4A景区,热度 0.72,陕西省宝鸡市陇县关山草原游客服务中心(关山大道南),地势广阔，水肥草美，牧马成群,"106.709583,34.861512"
陕西·宝鸡·眉县,宝鸡太白山,3937906923,自然风光,5A景区,热度 0.78,陕西省宝鸡市眉县汤峪镇太白山国际旅游度假区龙街陕西信合对面,岩崖已奇绝，冰雪竟雕皱,"107.821652,34.061746"
陕西·宝鸡·眉县,宝鸡红河谷,3576274919,自然风光,4A景区,热度 0.72,陕西省宝鸡市眉县营头镇,天下美景一谷收,"107.755004,34.112416"
陕西·宝鸡·岐山县,中国∙周原景区,4211895065,文化古迹,,热度 0.0,宝鸡市岐山县凤鸣镇北郭村江家沟组岐周路西侧,以中华周文化展示与传承为核心的文化景区,"107.606948,34.480826"
陕西·宝鸡·太白县,青峰峡森林公园,1250716614,公园,3A景区,热度 0.0,陕西省宝鸡市太白县桃川镇杜家庄村,森林覆盖率92%以上，真正的天然氧吧,"107.45517,34.045731"
陕西·宝鸡·渭滨区,石鼓山游乐园,1436888769,游乐场,,热度 0.0,陕西省宝鸡市渭滨区滨河大道,公园里的游乐场,"107.197926,34.353501"
陕西·汉中·汉台区,石门栈道风景区,411758766,自然风光,4A景区,热度 0.0,陕西省汉中汉台区石门栈道,风景秀丽，古迹荟萃，人文历史底蕴深厚,"106.970617,33.216647"
陕西·汉中·留坝县,紫柏山国家森林公园,318185177,公园,4A景区,热度 0.9,陕西省汉中市留坝县城关镇南环路105号,草木葱茂，苍翠欲滴，青山绿水，风景如画,"106.785576,33.665496"
陕西·汉中·勉县,汉中马超墓,554067026,文化古迹,,热度 0.0,"陕西省汉中市勉县城西马公祠村,与武侯祠相距约1公里处",一代蜀汉名将之墓,"106.646857,33.157997"
陕西·汉中·勉县,汉中武侯祠,404767929,文化古迹,4A景区,热度 1.0,陕西省汉中市勉县县城108国道边,可观古旱莲，品文人墨宝,"106.641351,33.156517"
陕西·汉中·勉县,汉中武侯墓风景区,1065101928,文化古迹,4A景区,热度 0.0,陕西省汉中勉县武侯南路,左右前后九支环抱，又如佛手,"106.660676,33.130082"
陕西·汉中·勉县,诸葛古镇,776485353,游乐场,,热度 0.0,陕西省汉中市勉县诸葛古镇景区锦冠剧场以东的诸葛古镇欢乐水世界,以“水”文化为核心，涵盖多种娱乐项目,"106.642868,33.154897"
陕西·汉中·南郑县,汉中黎坪景区,1103386269,公园,,热度 0.78,陕西省汉中市南郑县境内,集山、林、石、水、气候和田园景观为一体,"106.613005,32.847716"
陕西·汉中·南郑县,尤曼吉游乐世界,2902368188,游乐场,,热度 0.0,陕西省汉中市南郑县江南西路中段尤曼吉游乐世界,有几十种丰富的娱乐休闲项目,"107.02144,33.047961"
陕西·汉中·宁强县,青木川古镇,453752089,文化古迹,,热度 0.0,陕西省汉中市宁强县的青木川镇,有大片原始森林和众多的珍贵野生动物,"105.58501,32.836984"
陕西·汉中·洋县,华阳古镇,2620374732,文化古迹,4A景区,热度 0.0,陕西省汉中市洋县华阳镇,昔日傥骆古道上繁华富庶的古驿站,"107.56913,33.575586"
陕西·商洛·山阳县,山阳天竺山国家森林公园,4189114789,公园,,热度 0.0,陕西省商洛市山阳县天竺山镇,群山逶迤、阵阵松涛,"110.042373,33.403465"
陕西·商洛·商南县,金丝峡景区,2107653748,自然风光,5A景区,热度 0.8,陕西省商洛市商南县金丝峡镇,风光秀丽，风格独特，风景如画,"110.572425,33.360309"
陕西·商洛·柞水县,牛背梁国家森林公园,369153918,公园,,热度 0.7,陕西省商洛市柞水县营盘镇朱家湾村,极为纤巧的造化奇迹，精雕细刻的山水乐园,"109.008218,33.813185"
陕西·商洛·镇安县,塔云山,1810286367,文化古迹,4A景区,热度 0.0,陕西省商洛市镇安县前街100号,远眺，塔云山、舍尸崖、金顶均收眼底,"109.047125,33.309354"
陕西·铜川·耀州区,薛家寨,2980234190,展馆,,热度 0.0,陕西省铜川市耀州区照金镇绣房沟,现存的陕甘边照金革命根据地纪念馆,"108.668958,35.097823"
陕西·铜川·耀州区,铜川照金国际山地滑雪场,2440768153,运动健身,,热度 0.0,陕西省铜川市耀州区照金镇,绝佳品质与上乘滑雪体验感,"108.648293,35.058771"
陕西·铜川·玉华宫风景名胜区,玉华宫滑雪场,2656108048,运动健身,,热度 0.0,陕西省铜川市印台区玉华宫滑雪场,玉华宫滑雪场位于陕西铜川玉华宫风景名胜区内，是西北地区较大滑雪场，近千米的雪道可同时满足1000人滑雪，滑雪场周围天然油,"108.909158,35.329154"
陕西·渭南,渭南必捷滑雪场,3462619530,运动健身,,热度 0.0,渭南市临渭区丰原镇龙尾坡,渭南市丰源镇必捷滑雪场位于渭南市临渭区崇凝塬（又名长寿塬）北段，南靠秦岭北麓，北接连霍高速，可俯瞰渭南全市美景。距市区中,"109.552424,34.472038"
陕西·渭南·富平县,中华郡水上乐园,335270712,游乐场,,热度 0.0,中国陕西省渭南市富平县,独一无二的清凉之旅,"109.113564,34.798084"
陕西·渭南·韩城市,党家村,1369822698,文化古迹,,热度 0.7,陕西省渭南市韩城市党家村,党家村处处都能感受到文史之乡的气息,"110.483412,35.549951"
陕西·渭南·韩城市,汉太史司马迁祠,3740780558,文化古迹,4A景区,热度 0.7,陕西省渭南韩城市芝马路司马迁祠,祠庙建在高耸的龙亭原上，气势宏伟,"110.418165,35.378272"
陕西·渭南·韩城市,韩城晋公山滑雪场,544398904,运动健身,,热度 0.0,陕西省渭南市韩城市板桥镇王村晋公村,三面环山，景色秀丽,"110.256028,35.533232"
陕西·渭南·合阳洽川风景名胜区,处女泉景区,2041252905,文化古迹,4A景区,热度 0.0,陕西省渭南市合阳县洽川镇莘里村东侧,自然风光秀美，景色旖旎，泉水清澈,"110.349559,35.149134"
陕西·渭南·华县,少华山国家森林公园,2900900967,公园,4A景区,热度 0.7,陕西省渭南华县莲花寺镇袁寨村,四季风光变幻无穷，人称“陕西的九寨沟”,"109.841401,34.500275"
陕西·渭南·华阴市,华山景区,3677297610,自然风光,5A景区,热度 1.0,陕西省渭南市华阴市境内,只有天在上，更无山与齐,"110.088712,34.532247"
陕西·渭南·蒲城县,蒲城巴厘岛温泉会馆,1388452028,农家度假,,热度 0.0,陕西省渭南蒲城县平路庙常乐村,温泉水是可以直接饮用的优质矿泉水呢,"109.801382,34.922563"
陕西·渭南·蒲城县,蒲城盛鑫温泉水上乐园,11942732,游乐场,,热度 0.0,陕西省渭南市蒲城县孙镇将军大道,养生避暑的天堂,"109.764287,34.981617"
陕西·西安·灞桥区,西安半坡博物馆,598307051,文化古迹,4A景区,热度 0.7,陕西省西安市东郊半坡路155号,感受新石器时代的仰韶文化,"109.057557,34.279342"
陕西·西安·灞桥区,西安世博园,101032034,展馆,4A景区,热度 0.0,陕西省西安市东二环浐灞生态区广运谭(近北二环),天人长安，创意自然，城市与自然和谐共生,"109.06799,34.327748"
陕西·西安·碑林区,西安钟楼,4231428640,文化古迹,,热度 0.7,陕西省西安市碑林区东、南、西、北四条大街交汇处,古朴大气的建筑风格，夜景尤其美,"108.95344,34.265657"
陕西·西安·碑林区,西安城墙,2070637965,文化古迹,4A景区,热度 0.82,陕西省西安市碑林区永宁门,触摸历史遗迹，感受历史沧桑,"108.953364,34.256023"
陕西·西安·碑林区,小雁塔,61652045,文化古迹,,热度 0.0,陕西省西安市碑林区友谊西路72号,亲手体验拓印碑文，感受传统文化的魅力,"108.948496,34.245487"
陕西·西安·碑林区,西安碑林博物馆,3366697776,展馆,5A景区,热度 0.8,陕西省西安市碑林区三学街15号（近书院门）,每一块碑石都经历了一段历史,"108.959087,34.258767"
陕西·西安·碑林区,西安大唐西市博物馆,3065870273,展馆,,热度 0.0,陕西省西安市碑林区劳动南路1号,零距离体验千年遗址，近视觉观察历史沧桑,"108.914111,34.252909"
陕西·西安·翠华山,翠华山滑雪场,1843826106,运动健身,,热度 0.0,陕西省西安市长安太乙宫翠华山,拥有精良的滑雪设备，超大超宽广的滑雪环境,"109.013258,33.99942"
陕西·西安·户县,太平国家森林公园,2498292383,公园,4A景区,热度 0.7,陕西省西安市户县紫阁峪村沣京路26号,群山披绿，古木参天，万木峥嵘,"108.667198,33.927961"
陕西·西安·户县,朱雀国家森林公园,3284110452,公园,4A景区,热度 0.7,陕西省西安市户县南部东涝河上游秦岭梁北侧,森林茂密，山水神奇，气候宜人,"108.579062,33.790641"
陕西·西安·户县,西安亚建高尔夫球场,711597104,运动健身,,热度 0.7,陕西省西安市户县,西安亚建国际高尔夫俱乐部是西安金花企业集团投资兴建的，以高尔夫球场为主体、以休闲娱乐中心和别墅山庄为配套的西北地区首家一,"108.74823551625,34.004790773378"
陕西·西安·蓝田县,西安竹林畔滑雪场,2634996292,运动健身,,热度 0.0,陕西省西安市蓝田县汤峪镇向东3公里,超长雪道，先进设备，让您自由驰骋,"109.270715,34.00804"
陕西·西安·莲湖区,西安鼓楼,1981518486,文化古迹,,热度 1.0,陕西西安市西大街北院门南口,钟为文鼓为武，文武盛地钟鼓楼,"108.949903,34.266395"
陕西·西安·莲湖区,回民街,3506656671,文化古迹,,热度 0.9199999999999999,陕西西安市中心,八大菜系，让您大饱口福,"108.94363,34.26187"
陕西·西安·莲湖区,高家大院,4156977699,文化古迹,,热度 0.74,陕西省西安市莲湖区北院门144号民居,逛百年历史大院，欣赏剪纸、皮影艺术,"108.94997,34.269155"
陕西·西安·莲湖区,大眼国儿童美术博物馆,579098755,展馆,,热度 0.0,西安市莲湖区北大街与糖坊街十字西南角,让孩子爱上艺术并学习艺术,"108.953185,34.279666"
陕西·西安·莲湖区,钟鼓楼广场,3211954174,城市观光,,热度 0.0,陕西省西安市莲湖区钟楼和鼓楼之间,钟楼和鼓楼之间的广场,"108.951418,34.266104"
陕西·西安·莲湖区,太奥奥佳真冰场,3272100257,运动健身,,热度 0.0,西安莲湖区丰禾路太奥下沉广场奥佳真冰场,大人宝宝都可以玩的滑冰,"108.902493,34.287525"
陕西·西安·临潼区,秦始皇陵博物院（兵马俑）,3261940195,文化古迹,5A景区,热度 0.8800000000000001,陕西省西安市临潼县秦始皇陵东1.5公里处,世界第八大奇迹,"109.266029,34.386024"
陕西·西安·临潼区,华清宫,2005661316,文化古迹,5A景区,热度 0.9,陕西省西安市临潼区华清路038号,览盛唐宫阙，登骊山怀古，赏长恨歌舞,"109.218903,34.369881"
陕西·西安·临潼区,黑河森林公园,1676996911,公园,3A景区,热度 0.7,陕西省西安市近郊周至县108国道398公里处,五里一片景，十 里一层天,"108.02196,33.896193"
陕西·西安·临潼区,临潼博物馆,1311542410,展馆,3A景区,热度 0.7,陕西省西安市临潼区环城东路1号,珍藏有西周青铜器、唯一记载武王伐纣的遗物,"109.223096,34.370575"
